,微博内容,分词后,去除停用词之后
21,【学习贯彻十九届六中全会精神】工业街道召开学习贯彻党的十九届六中全会精神专题研讨会O【学习贯彻十九届六中全会精神】工业街道召开学习贯彻党的十九届六中全会精神专题研讨会​,"['【', '学习', '贯彻', '十九', '届', '六中全会', '精神', '】', '工业', '街道', '召开', '学习', '贯彻', '党', '的', '十九', '届', '六中全会', '精神', '专题', '研讨会', 'O', '【', '学习', '贯彻', '十九', '届', '六中全会', '精神', '】', '工业', '街道', '召开', '学习', '贯彻', '党', '的', '十九', '届', '六中全会', '精神', '专题', '研讨会', '\u200b']","['学习', '贯彻', '十九', '届', '六中全会', '精神', '工业', '街道', '学习', '贯彻', '党', '十九', '届', '六中全会', '精神', '专题', '研讨会', 'O', '学习', '贯彻', '十九', '届', '六中全会', '精神', '工业', '街道', '学习', '贯彻', '党', '十九', '届', '六中全会', '精神', '专题', '研讨会', '\u200b']"
22,市委全会要求深入贯彻党的十九届六中全会精神，推动新时代首都发展​,"['市委', '全会', '要求', '深入', '贯彻', '党', '的', '十九', '届', '六中全会', '精神', '，', '推动', '新', '时代', '首都', '发展', '\u200b']","['市委', '全会', '贯彻', '党', '十九', '届', '六中全会', '精神', '，', '推动', '新', '时代', '首都', '发展', '\u200b']"
23,【浮山至临汾高速公路项目开工蓝佛安出席仪式并宣布开工】12月21日，我省“县县通高速”重要收官项目——浮山至临汾高速公路项目正式开工。这是全省上下深入学习贯彻党的十九届六中全会和中央经济工作会议精神，全面落实省委十二届二次全会暨省委经济工作会议部署，加快推进交通强国建设试点任务的重​展开c,"['【', '浮山', '至', '临汾', '高速公路', '项目', '开工', '蓝佛安', '出席', '仪式', '并', '宣布', '开工', '】', '12', '月', '21', '日', '，', '我省', '“', '县县', '通', '高速', '”', '重要', '收官', '项目', '—', '—', '浮山', '至', '临汾', '高速公路', '项目', '正式', '开工', '。', '这是', '全省', '上下', '深入', '学习', '贯彻', '党', '的', '十九', '届', '六中全会', '和', '中央', '经济', '工作', '会议', '精神', '，', '全面落实', '省委', '十二届', '二次', '全会', '暨', '省委', '经济', '工作', '会议', '部署', '，', '加快', '推进', '交通', '强国', '建设', '试点', '任务', '的', '重', '\u200b', '展开', 'c']","['浮山', '临汾', '高速公路', '项目', '开工', '蓝佛安', '出席', '仪式', '开工', '12', '月', '21', '日', '，', '我省', '“', '县县', '通', '高速', '”', '收官', '项目', '—', '—', '浮山', '临汾', '高速公路', '项目', '正式', '开工', '。', '这是', '全省', '学习', '贯彻', '党', '十九', '届', '六中全会', '中央', '经济', '工作', '会议', '精神', '，', '全面落实', '省委', '十二届', '二次', '全会', '暨', '省委', '经济', '工作', '会议', '部署', '，', '加快', '推进', '交通', '强国', '建设', '试点', '重', '\u200b', '展开', 'c']"
24,发布了头条文章：《市中院党组理论学习中心组专题学习党的十九届六中全会精神》O市中院党组理论学习中心组专题学习党的十九届六中全会精神​,"['发布', '了', '头条', '文章', '：', '《', '市', '中院', '党组', '理论', '学习', '中心组', '专题学习', '党', '的', '十九', '届', '六中全会', '精神', '》', 'O', '市', '中院', '党组', '理论', '学习', '中心组', '专题学习', '党', '的', '十九', '届', '六中全会', '精神', '\u200b']","['发布', '头条', '文章', '：', '市', '中院', '党组', '理论', '学习', '中心组', '专题学习', '党', '十九', '届', '六中全会', '精神', 'O', '市', '中院', '党组', '理论', '学习', '中心组', '专题学习', '党', '十九', '届', '六中全会', '精神', '\u200b']"
25,#聚焦党的十九届六中全会#邵小亭到“吉利”宣讲党的十九届六中全会精神及省第十五次党代会精神O【聚焦党的十九届六中全会】邵小亭到“吉利”宣讲党的十九届六中全会精神及省第十五次党代会精神​,"['#', '聚焦', '党', '的', '十九', '届', '六中全会', '#', '邵', '小亭', '到', '“', '吉利', '”', '宣讲', '党', '的', '十九', '届', '六中全会', '精神', '及省', '第十五次', '党代会', '精神', 'O', '【', '聚焦', '党', '的', '十九', '届', '六中全会', '】', '邵', '小亭', '到', '“', '吉利', '”', '宣讲', '党', '的', '十九', '届', '六中全会', '精神', '及省', '第十五次', '党代会', '精神', '\u200b']","['聚焦', '党', '十九', '届', '六中全会', '邵', '小亭', '“', '吉利', '”', '宣讲', '党', '十九', '届', '六中全会', '精神', '及省', '第十五次', '党代会', '精神', 'O', '聚焦', '党', '十九', '届', '六中全会', '邵', '小亭', '“', '吉利', '”', '宣讲', '党', '十九', '届', '六中全会', '精神', '及省', '第十五次', '党代会', '精神', '\u200b']"
26,【蓝佛安在临汾市调研检查时强调龙头带动促进企业集聚产业升级压实责任保障绿色转型安全发展】12月20日至21日，省委副书记、省长蓝佛安深入临汾市侯马、曲沃、襄汾、浮山、尧都等地，调研产业发展、文物保护利用等工作，检查生态环境突出问题整改、非法违法采矿排查整治情况。他强调，要深入学习贯彻​展开c,"['【', '蓝佛安', '在', '临汾市', '调研', '检查', '时', '强调', '龙头', '带动', '促进', '企业', '集聚', '产业', '升级', '压实', '责任', '保障', '绿色', '转型', '安全', '发展', '】', '12', '月', '20', '日至', '21', '日', '，', '省委', '副', '书记', '、', '省长', '蓝佛安', '深入', '临汾市', '侯马', '、', '曲沃', '、', '襄汾', '、', '浮山', '、', '尧', '都', '等', '地', '，', '调研', '产业', '发展', '、', '文物保护', '利用', '等', '工作', '，', '检查', '生态环境', '突出', '问题', '整改', '、', '非法', '违法', '采矿', '排查', '整治', '情况', '。', '他', '强调', '，', '要', '深入', '学习', '贯彻', '\u200b', '展开', 'c']","['蓝佛安', '临汾市', '调研', '检查', '时', '龙头', '带动', '企业', '集聚', '产业', '升级', '压实', '责任', '保障', '绿色', '转型', '发展', '12', '月', '20', '日至', '21', '日', '，', '省委', '副', '书记', '省长', '蓝佛安', '临汾市', '侯马', '曲沃', '襄汾', '浮山', '尧', '都', '，', '调研', '产业', '发展', '文物保护', '利用', '工作', '，', '检查', '生态环境', '整改', '非法', '违法', '采矿', '排查', '整治', '情况', '。', '，', '学习', '贯彻', '\u200b', '展开', 'c']"
27,【天水市生态环境局秦安分局专题学习党的十九届六中全会精神】O网页链接​,"['【', '天水市', '生态环境', '局', '秦安', '分局', '专题学习', '党', '的', '十九', '届', '六中全会', '精神', '】', 'O', '网页', '链接', '\u200b']","['天水市', '生态环境', '局', '秦安', '分局', '专题学习', '党', '十九', '届', '六中全会', '精神', 'O', '网页', '链接', '\u200b']"
28,#前沿访谈#【在“四个自我”上持续发力】党的十九届#六中全会#在总结新时代党和国家事业取得历史性成就、发生历史性变革时指出，经过坚决斗争，全面从严治党的政治引领和政治保障作用充分发挥，党的自我净化、自我完善、自我革新、自我提高能力显著增强。详见↓↓（中国纪检监察报数字报）​展开c,"['#', '前沿', '访谈', '#', '【', '在', '“', '四个', '自我', '”', '上', '持续', '发力', '】', '党', '的', '十九', '届', '#', '六中全会', '#', '在', '总结', '新', '时代', '党和国家', '事业', '取得', '历史性', '成就', '、', '发生', '历史性', '变革', '时', '指出', '，', '经过', '坚决', '斗争', '，', '全面', '从严治党', '的', '政治', '引领', '和', '政治', '保障', '作用', '充分发挥', '，', '党', '的', '自我', '净化', '、', '自我完善', '、', '自我', '革新', '、', '自我', '提高', '能力', '显著', '增强', '。', '详见', '↓', '↓', '（', '中国', '纪检监察', '报', '数字', '报', '）', '\u200b', '展开', 'c']","['前沿', '访谈', '“', '四个', '自我', '”', '上', '持续', '发力', '党', '十九', '届', '六中全会', '新', '时代', '党和国家', '事业', '历史性', '成就', '发生', '历史性', '变革', '时', '指出', '，', '斗争', '，', '从严治党', '政治', '引领', '政治', '保障', '作用', '充分发挥', '，', '党', '自我', '净化', '自我完善', '自我', '革新', '自我', '提高', '能力', '增强', '。', '详见', '↓', '↓', '中国', '纪检监察', '报', '数字', '报', '\u200b', '展开', 'c']"
29,【殷都区委理论学习中心组读书班：在学习中进步在交流中升华】12月19日至20日，殷都区委理论学习中心组党史学习教育第四期专题读书班开展了集中学习活动。在两天的集中学习期间，中心组成员参观历史遗迹，聆听烈士故事，近距离感受跃进渠精神，并召开专题会议，集中学习贯彻习近平总书记重要讲话精神​展开c,"['【', '殷都区', '委', '理论', '学习', '中心组', '读书班', '：', '在', '学习', '中', '进步', '在', '交流', '中', '升华', '】', '12', '月', '19', '日至', '20', '日', '，', '殷都区', '委', '理论', '学习', '中心组', '党史', '学习', '教育', '第四期', '专题', '读书班', '开展', '了', '集中学习', '活动', '。', '在', '两天', '的', '集中学习', '期间', '，', '中心', '组成员', '参观', '历史', '遗迹', '，', '聆听', '烈士', '故事', '，', '近距离', '感受', '跃进', '渠', '精神', '，', '并', '召开', '专题会议', '，', '集中学习', '贯彻', '习近平', '总书记', '重要讲话', '精神', '\u200b', '展开', 'c']","['殷都区', '委', '理论', '学习', '中心组', '读书班', '：', '学习', '中', '交流', '中', '升华', '12', '月', '19', '日至', '20', '日', '，', '殷都区', '委', '理论', '学习', '中心组', '党史', '学习', '教育', '第四期', '专题', '读书班', '集中学习', '活动', '。', '两天', '集中学习', '期间', '，', '中心', '组成员', '参观', '历史', '遗迹', '，', '聆听', '烈士', '故事', '，', '近距离', '感受', '跃进', '渠', '精神', '，', '专题会议', '，', '集中学习', '贯彻', '习近平', '总书记', '重要讲话', '精神', '\u200b', '展开', 'c']"
30,#公示公告#【市商务局关于做好闲置商业载体统计与招商盘活工作的通知】各区商务主管部门，市供销合作总社，市属国有商贸企业：为落实市委、市政府培育建设国际消费中心城市有关要求，顺应消费迭代升级趋势，不断引进和丰富商业业态，打造消费新场景新形态新热点，发挥好商业载体服务居民日常生活与​展开c,"['#', '公示', '公告', '#', '【', '市', '商务局', '关于', '做好', '闲置', '商业', '载体', '统计', '与', '招商', '盘活', '工作', '的', '通知', '】', '各区', '商务', '主管部门', '，', '市', '供销合作', '总社', '，', '市属', '国有', '商贸', '企业', '：', '为', '落实', '市委', '、', '市政府', '培育', '建设', '国际', '消费', '中心', '城市', '有关', '要求', '，', '顺应', '消费', '迭代', '升级', '趋势', '，', '不断', '引进', '和', '丰富', '商业', '业态', '，', '打造', '消费', '新', '场景', '新形态', '新', '热点', '，', '发挥', '好', '商业', '载体', '服务', '居民', '日常生活', '与', '\u200b', '展开', 'c']","['公示', '公告', '市', '商务局', '做好', '闲置', '商业', '载体', '统计', '招商', '盘活', '工作', '通知', '各区', '商务', '主管部门', '，', '市', '供销合作', '总社', '，', '市属', '国有', '商贸', '企业', '：', '落实', '市委', '市政府', '培育', '建设', '国际', '消费', '中心', '城市', '，', '顺应', '消费', '迭代', '升级', '趋势', '，', '引进', '商业', '业态', '，', '打造', '消费', '新', '场景', '新形态', '新', '热点', '，', '发挥', '好', '商业', '载体', '服务', '居民', '日常生活', '\u200b', '展开', 'c']"
